API,LATERAL_LENGTH_BLEND,PROP_PER_FOOT,WATER_PER_FOOT,GOR_30,GOR_60,GOR_90
30025419960100,4106,1511.21,1562.0439999999999,2094.053379116591,1838.941956828465,1899.646447640579
30025424120000,4831,1421.849,1466.3139999999999,3810.4408721948107,6162.247766824442,5800.728508984944
30015419230000,4518,1505.9620000000002,1390.215,3776.710621949953,3865.813138241121,4191.86338523355
05123403970000,4046,,,6339.4115209283045,6677.113432614655,6926.925148088314
33061024190000,10087,393.0674,376.4378,1016.373733325699,943.456855635152,1022.564445932373
33105030970000,9493,591.2402,864.7092,1056.747531390954,1043.217099617754,1028.942433570392
33105033170000,9970,506.5308,51.88708,307.814992025518,419.515530377026,441.200937759963
33053047370000,10353,550.3445,367.2321,1186.734815167003,1193.440661914967,1193.440661914967
33023010870000,9562,193.7509,242.8604,898.916967509025,892.272246092533,890.521492254818
05123397250000,4304,,,1487.3786407766988,1640.354147250698,1623.197362999587
05123386540000,4224,934.6981,706.5229,3192.96241288701,2918.809005083514,2477.122618933665
33061028610000,10863,324.3149,219.8032,443.503042440113,507.36576121288596,431.04936562484704
33023010520000,9331,349.4166,436.3343,724.3378780755361,706.658917303221,715.64967256258
33089008070000,9928,299.433,204.709,1072.564445932373,1073.2297063903281,1061.068448522323
33053062720000,7677,263.5083,194.9351,844.538308107473,816.9837961406571,824.079636145198
33053057320000,10508,234.903,154.9226,1652.314870924736,1776.583946913916,1895.968164502287
05123398780000,3664,979.2411,642.799,916.8815857342861,902.829993802933,928.607723577235
33089008510000,10571,565.9224,505.1959,885.697684070723,889.4647713860519,883.5339692589661
33105025220000,9894,557.8833,434.1628,925.056997867176,900.106001716218,902.985074626865
30015413110000,4280,624.4578,592.0873,1683.702791461412,1906.8224050968938,1786.115999033916
30015420570000,4241,2291.96,0.5580433000000001,3558.793493325552,3463.673035152267,4022.303091446278
30015416200000,4149,1431.005,0.5618005,1568.279415974806,1626.348751226137,1793.4770591487
30015410410000,5,358.4788,10.17735,840.987812700449,766.665445083739,864.445409159973
30025413700100,6520,,,5430.63904289466,6010.600706713781,6644.326512747564
33105032520000,9596,794.2884,428.7896,1039.530467805972,1600.461570739212,1556.482329685164
33061027760000,9726,245.2519,194.632,807.1347405392371,856.95203907,897.3182253049499
33053060930000,9154,684.7406,443.441,1330.598531020471,1328.65815365292,1336.624848239579
33053056300000,9505,388.6502,340.4964,2466.8046830382627,2464.598616642213,2495.3673281640163
33061028160000,10236,330.9736,213.0597,433.418150975402,349.117479597646,363.936071095821
33053059670000,9688,404.8171,332.8421,1780.8902532617028,1766.6508190344462,1940.005572237872
33025020910000,9788,474.4235,503.1243,816.871126849626,848.5688120788029,771.075341633241
33023011760000,10513,736.528,421.6937,1328.821146876998,1372.8102786782852,1329.431550622267
33023010960000,10055,247.5587,193.1525,693.61202943372,693.8846421125779,691.7430480037281
33013017550000,9511,436.2149,333.5789,643.149563318777,829.2902066486971,790.707359152834
30015429070000,3113,666.4798,726.9653,1289.1034482758619,1511.37361672229,1633.019322010589
33025023140000,10074,988.2618,567.1432,632.838451630397,576.674500587544,567.135964788533
33105027830000,8931,348.2682,213.2665,1832.3999383445512,1982.7287864442192,2053.521055813016
30015412940000,4065,1623.8129999999999,767.8096,2804.4506629355715,3306.1138142585137,3455.8075994408428
30025412640000,4086,647.2536,659.0913,3034.086431104689,3420.537804970163,3688.71019246959
30025418070000,7116,774.4055,542.2089,2274.946159368269,1907.175028300296,1888.127475361517
30015416020100,4381,775.7985,411.2446,4541.141510400655,5098.601522393343,5048.3533838078865
30025418630000,4304,979.9382,680.0485,673.5158026821421,663.049796551055,518.720196892785
30015414620100,4242,797.5806,522.9944,1062.091503267973,1135.6747303993,1286.509685651316
30015424350000,4069,184.5244,417.309,529.623976689329,550.009400263207,429.234338747099
30015409210000,3984,636.7272,565.7180000000001,1562.8426260195208,1516.759315317298,1470.37539574853
30015420120100,3890,975.4401,814.2409,1780.446612872959,1613.8138138138129,1482.420048625397
30025420860000,4553,1686.714,1565.9479999999999,2213.116610975816,2070.869902680757,2262.760416666666
30015400350000,4279,370.2355,463.3626,3018.5037803422197,2900.695410292072,2900.695410292072
30015413810000,5096,613.435,,10371.871275327772,10458.21854912764,9623.1647634584
30025413620000,4570,1650.719,1630.2420000000002,2657.411816416981,2543.517232106843,3190.385314431115
30015398300000,4253,996.1038,629.7784,1211.7828612926648,1201.588554972362,1178.560603509244
30025416700000,4264,1009.0239999999999,882.1664,1075.4904205785808,1145.179728184935,1062.960725075528
30015423710000,4610,1505.485,1160.0410000000002,3969.7239536954576,3096.6378357286853,3743.4306372416772
33023012050000,9161,232.6102,234.6921,1055.249550359712,1088.219919436671,1085.207128750565
33105034610000,7384,584.3445,650.9615,1371.812420785804,1376.6106167363778,1084.928968499073
33053057790000,9959,873.7165,478.9288,943.203619909502,1089.825708061002,1390.064156519462
33025023960000,10048,498.8902,546.308,1070.481805702455,1036.586959362341,997.2428757701531
33105036740000,9371,366.5979,415.398,1312.330097087378,1270.444763271162,1277.748701638552
33105031230000,9064,416.0583,103.0148,1003.3952299115559,952.1399858122479,995.593816532444
05123393570000,9871,863.2933,1147.703,2649.804061275382,2816.9642857142853,2975.216289852301
33105036360000,7116,406.9308,499.6347,1214.128305582761,1187.564309863295,1114.490629253481
33023010890000,9537,324.0846,452.0515,627.408607959661,590.471512770137,555.838101292646
33061024010000,9472,491.7479,217.0575,589.055364153513,507.61790635966696,417.09658460131897
33105033910000,9347,422.7598,529.263,1244.903536098814,872.8134848353419,1057.962955041279
30025416090100,3985,1367.796,,2795.3298456041853,2390.804189597017,2007.58477096966
33061034060000,12213,341.791,288.5306,1203.242862178357,1292.083042838329,1332.861064376162
33061027140100,3342,417.0637,17.5616,1342.824934240741,1388.256467941507,1393.6082513755482
33061029860000,4442,675.5635,519.6717,565.153819160135,534.379637541035,480.937136204889
33053057170000,10077,897.9399,493.7875,2001.4299722176818,1585.589317478496,1789.6348421453022
05123376400000,3786,,,4826.119157340355,5168.567389255419,5592.680904001658
33053055370000,9488,375.3936,381.3961,1836.898526604336,1770.3581764596552,1469.771433029097
33061028220000,8950,1318.808,1079.488,541.6072585871669,543.515869889176,556.07349921878
33061031020000,10762,308.765,198.0959,1399.819460638657,1364.7164112316811,1401.557322730284
33053052350000,9522,413.3122,357.2791,1467.947952727706,1506.276532615145,1606.5411796228689
33053059930000,10344,197.69400000000002,170.8945,1068.029476664307,1066.383518574698,1096.961624141653
05123392200000,4002,2441.86,900.4423,2292.869020835371,2730.526064654658,3006.9275753486268
33061025880100,9509,419.8164,285.4932,845.0895509719031,852.8340899896609,689.1342942256191
33061026810100,3384,425.7372,,692.707045735475,499.10367493277494,517.708226088747
33105035520000,8855,397.1645,341.2607,1163.9179908767348,1157.928118393234,1152.387946664218
33061029340000,4122,614.1833,390.8343,450.993377483443,467.580872011251,483.42296246018896
33053062450000,8876,363.3187,236.3892,925.6414446805029,946.4053384815539,969.339556330306
33061029320000,8685,306.018,312.947,670.418432203389,711.921485615318,742.0081492032989
33053058270000,9944,997.6978,531.2469,1220.491638122103,1234.7448921356,1233.395054108546
30015419410100,4251,2127.702,1848.0379999999998,1767.594708188767,1201.8377084779809,1318.404078807124
30025424250000,4181,1344.921,921.9948,1960.7843137254902,1759.347674480982,1813.93490875452
30025412730000,4220,849.4711,711.3287,1266.981613891726,1244.2512840774389,1311.057313365611
33053057890000,9999,1018.2919999999999,576.6996,1405.531197301854,1393.028310298707,1329.244930661815
33053059260000,9932,756.1406,321.7879,1338.574423480083,754.412575841147,529.168739291438
33105032260000,9586,313.638,328.1297,747.810858143607,730.386888769478,682.0579209819709
33105030110100,8945,588.2498,787.1855,713.891761461564,776.956733106465,899.1452991452991
33023011410100,9434,380.00199999999995,312.5242,1093.841642228739,1189.294675216057,1290.687368195849
33023010640000,9610,204.4818,102.7303,1713.583138173302,1561.203585147247,1579.648637978681
30015424070000,4115,1669.88,1820.777,6522.730763323606,6612.297422286564,6620.829852408799
33053052430000,9905,322.7606,314.664,1368.7624025942591,1374.214347637624,1395.980480287658
33053050950000,10332,329.4428,333.2227,1182.739483632268,1160.099071760085,1152.7466322497369
30025404550100,4700,1643.245,1853.16,3422.4739213628777,3500.295137607909,3398.4075535512957
30015421600000,4604,,,3241.617915329936,3377.277619029947,3810.8440629470674
30015417540000,4068,1411.135,1092.281,1668.9767631471661,1564.7890881535739,1286.835085517024
30025403970000,6509,778.7125,694.7146,468.798167965825,501.18179276691905,504.48490400396895
30015418880000,4313,822.7168,623.8801,4483.843537414965,4523.417597491672,3402.599269674228
30015427450000,4374,659.1791,732.4181,1252.524443019714,1240.731270774737,1370.363113897596
30025418060000,7049,1490.576,1035.986,1326.507152588555,1179.815455594002,1435.1375268642428
30015411200000,4177,852.2413,669.5754,2029.078441123354,2836.4376148057427,2268.40255056231
30025417140000,4251,791.1835,0.2588881,523.976608187134,482.709519934906,489.999513358314
30015423900000,6751,817.3643,,3516.458196181698,3635.7695010541106,2943.238145370004
30015424880000,8669,248.9648,431.6288,1506.6321374431532,1629.213483146067,1615.5058952563752
30015424570000,3728,571.9927,460.61199999999997,1579.211746522411,1532.059447983014,1716.642868475329
30015429510000,4256,1077.077,471.8694,895.508274231678,995.872317006053,1070.080032833983
30015427350000,4413,1328.63,1097.205,1397.689234423928,1727.683792001247,1486.177366515316
30015414370000,4309,1347.023,1466.068,1766.9360088844628,1390.313328876717,1905.732906650015
30015425060000,4305,1159.1019999999999,581.7948,992.612034606785,1063.512307103685,1081.516932840867
30015417200000,4595,1206.305,784.1807,4174.205655859702,3947.412180419871,4099.3532589891665
30025412020000,6735,807.0962,0.22440349999999998,1096.903430431516,1090.55697997927,1206.1632144669459
30015428910000,4346,1143.71,520.3163,1221.602503060808,1223.690289198928,1256.5560372397122
30025418150100,4284,1617.638,1609.969,2240.675893502306,2141.6295893760816,2102.542582078499
30025421230000,4510,1494.0870000000002,514.5068,1340.260545905707,1438.3743367100822,1469.5429147201612
30025418280000,3665,1069.068,888.4644,610.936132983377,519.261337073398,508.538440265486
30015425510000,6601,1640.491,1130.149,1753.3859303090069,1755.263426414067,1733.975327138938
30015430400200,4412,946.6167,696.5643,3571.745264006449,3456.0478010443017,3611.9579023770643
30025415380000,4218,1694.285,1813.489,1328.987549917782,1144.688142563399,1375.615763546798
30015430410000,4115,1568.3370000000002,964.3671,2678.800383169994,2508.175824175824,2473.816165825064
30015425530000,3901,673.0372,532.9978,5154.248943284335,5442.941016369221,4232.461445418808
30025426930000,4421,1528.02,601.6798,1201.406710388746,1352.048042603818,1446.1231591902551
33105033740100,2038,399.3521,256.237,1498.016899465425,1568.842408943382,1812.438749954629
30015429090000,3032,663.0042,629.4799,1808.9766121400562,1627.518869884357,1715.684700593995
30015419420000,4107,621.7826,672.5759,774.843641417651,853.831146474886,860.8619123325
30015416470000,3838,580.2761,419.8824,793.7252964426871,1088.304955981588,1051.196278951224
30015418370100,4548,1556.1979999999999,1198.8239999999998,5844.6961446308,6668.549658434052,6559.247167274822
30015428770000,4592,1100.04,509.5357,993.141289437585,1024.031665253039,989.426086956521
30015415250000,4363,573.5708,473.9178,1411.275167785234,1485.7665003162992,1610.297082941255
30025425750100,4309,1136.458,,1029.752264411253,1031.71037124337,1034.586422275407
30025416420000,4346,1011.2810000000001,752.2079,1885.551248923341,1333.841878711927,1157.635650307202
30015421870000,4080,904.5679,571.4736,2059.708260902426,2207.836153161175,2424.954534108333
30025414360100,4320,906.8212,204.1975,1121.763494581912,1187.970798846833,1168.813368381524
30025416160100,4703,514.3157,,1597.126166655475,1519.434002411518,1506.646743610882
30015404030000,4060,1444.354,1265.403,5184.305599829986,5400.520851913952,5382.556299114208
30015425200000,6903,2186.944,1581.8310000000001,2581.964662356073,1959.707600293798,2149.85852266622
30015422030000,6351,1416.5910000000001,1182.254,3618.718135469774,2882.781158440387,4222.162535492287
30025423620100,4128,738.3176,521.0016,888.1007527504339,891.9540229885049,1107.1355690089101
30025410850000,6965,1350.974,1220.9389999999999,3159.532868315366,3439.1667414923218,3186.8012483704024
30025415090000,4168,1598.7279999999998,1212.8419999999999,5283.512377393741,5742.594241614722,5668.022720294749
30025414350000,3760,520.535,932.1877,5506.079027355622,5919.384057971014,5824.897400820793
30025418450000,2185,112.1831,,913.793103448275,759.166810122224,831.153388822829
30015426880100,4032,1471.0620000000001,1166.529,4257.498513042739,4315.526613504042,4328.53295345783
30015424750000,4215,1246.586,1283.338,2432.981571901086,2593.341999660882,2898.736050050727
30015399710000,4305,1177.021,535.3133,1535.9382537385432,1450.312717164697,1501.20859737375
30015423160000,4210,1549.329,1247.004,7711.09183771803,7945.277225934621,7821.88427686058
30015430420000,4305,1518.279,897.2245,2310.590687215488,2287.949658444661,2586.537396121883
30015426240000,4200,1600.261,1090.89,5884.402216943784,6668.797667115298,6868.989359313968
30015397490000,4128,974.6671,653.1823,2083.9513497478492,1365.0731247051422,1336.219767094655
30015432390000,7005,1415.628,1258.69,1620.293317953365,1411.007807684405,1226.218800017303
30015420080000,10704,691.8773,404.4239,1711.4228456913822,1536.091639596512,1498.22999898857
30015392410000,4048,1084.4180000000001,,1436.8210806643772,1421.8825422365242,1424.0464642835752
30015426440000,3248,997.1172,456.215,2030.438010393466,2088.114226910213,2142.566568047337
30015420280000,4143,509.0643,349.325,1938.878098937507,2149.848331648129,2307.152945924132
30025424100000,4871,1475.579,1393.019,3784.410042671429,4287.909484773867,4421.044057067051
30015410120000,3480,431.5734,105.6878,324.855252274607,365.274580730023,526.7240334504901
30025414550000,3992,922.065,742.4396,1877.31682594845,2009.522098454904,2054.511163837683
30025414700100,4405,1230.251,898.1891,1081.82611003678,1093.032852655952,1093.6655111214309
30025423200000,6770,1634.3729999999998,1758.9370000000001,5113.949303708339,5294.192280931527,5539.935115093465
30015418480000,3849,195.1613,490.3495,3172.712883823994,3513.6798905608753,3209.3572338376457
30015423270000,5180,1495.8929999999998,1234.281,3205.772544514646,3124.405141079926,3100.1346486768703
30015417760000,4435,592.0486,537.0355,2616.005162955792,2224.785262816703,2417.277879646607
30025426220000,4062,306.937,,937.5499121546069,1009.4669117647051,1024.90701381509
30015411360000,5732,233.9695,701.2233,1942.1428909616018,1998.206140126082,2088.887237323721
30015420730000,4349,2089.244,1503.5610000000001,1794.9934029882681,1669.989203362381,1804.261608932987
30015429780000,4387,1111.491,35.24937,889.113978036037,945.734554053234,1040.699986742675
30015416410000,4260,776.6419999999999,637.4086,1725.907677869669,2258.451643266138,2196.58396144017
30015423110000,6393,648.8128,315.6894,2998.441275037019,2819.983386733119,2915.3654606708646
30025410870000,4410,885.1793,768.0013,916.305142578601,1063.64931804302,1130.0240785330611
30015418470000,4132,683.3299,725.1602,1962.3781782544781,2034.1855416221122,2108.539971744531
30025417590000,5400,951.5295,507.1111,697.1971971971969,771.240988671472,820.3305055656351
30015423180000,4417,1489.6470000000002,0.01665494,2733.13570963777,2666.1264181523497,2610.0343308193437
30015422410000,4582,619.5123,4681.255999999999,1692.3223834988542,1729.283027470648,2087.215998324782
30015407710000,8334,233.6519,490.7259,2116.0927617709062,1873.1305357920721,1824.557210759712
30025422140100,4358,1220.171,962.2299,1898.47938823943,2130.714819713612,2173.216013267609
30015420540000,7111,793.3669,1327.634,2227.7100016122963,2120.176281145827,2078.586954227952
30025420440000,4571,1633.0120000000002,1475.33,2226.050334889385,2013.1691465708911,1888.0651561031632
30025407710000,4065,1597.506,1599.953,2019.5738874895042,2197.00525862325,2518.492688413948
30015412810000,6511,462.7834,256.6477,2221.964586846543,2076.136363636363,2135.103343975802
30025413340000,4072,1580.7910000000002,0.3712031,1321.662921348314,1328.3634308474839,1404.16798231765
30015405840000,4243,389.2944,467.5883,6903.582631665841,7570.545121392579,7570.545121392579
30025412420000,4167,1645.8370000000002,1691.132,1936.713926366338,2257.5398760186663,2316.446274840598
30025424680000,3412,837.5699,1034.025,822.808947561422,761.620827209741,689.431624891684
30015408800000,3866,1056.065,706.4235,897.7855623670711,1307.304706068768,1235.773310672214
30015420590000,6510,1459.181,992.8938,5095.299837925445,5466.008951796217,6025.028251727524
30015421930000,4059,517.1145,351.5924,1416.3565398928922,1518.244315177154,1499.140344844525
30025418340000,4475,630.5885,419.9342,647.282019513706,691.839762611275,724.072221428231
30025407720000,4220,1642.602,1864.146,1308.5408131106199,1197.030964382651,1295.481790748625
30025421720100,4320,800.8722,890.2463,2252.729257641921,1955.958958168902,2068.933928775907
30015419140000,4607,570.5423,397.6203,1027.958289254949,902.792890823358,821.5828252032519
33053050270300,3037,236.3849,157.9694,1370.0654052791401,1569.6703463162469,1720.714077214975
30025415200000,3906,796.9667,547.9789,2663.972199138777,2417.1200438373317,2581.904849207076
30015411480000,4560,1975.953,1441.9820000000002,5561.544727133342,4885.189172562288,4923.509863808371
30015413630000,4527,,832.5378,1969.8204799413809,1939.2809332568359,1757.556436326038
30025397120000,3852,1806.5020000000002,2016.0179999999998,2015.000663746183,2226.829714405163,2582.094938858695
33053058920000,9333,881.9572,819.3944,2017.7757168251019,1844.541241095184,1244.838569567105
30015425040000,4077,1691.807,1312.765,1462.868380083576,1533.920516340685,1746.291092085484
33025025320000,10085,368.9734,267.1548,995.576636111703,979.8577871233709,957.587981376411
33053037830000,9676,1004.85,659.6945,1509.6691316876709,1479.750890316576,1477.5673439367472
05123387610000,4183,,,1708.454810495626,1851.820783578407,1811.493113337818
30015426830000,4510,889.8008,541.3523,1227.144553279905,1878.153754823389,2396.408429801127
33061032060000,10490,225.4283,146.6652,1008.484762780173,988.3894979570371,976.677786794097
30025409510000,4214,833.7314,890.1365,1023.0613123424139,1163.6912625023579,1177.019614600384
30015416140000,4212,1498.023,1220.275,1259.556208006323,1359.2828186282582,1484.5636905664192
30015419520000,3905,682.997,618.759,1635.365909194407,1621.5591618734588,1640.97559052013
30015426700000,4412,854.5242,1045.178,1578.4258739951388,1428.087303828619,1342.715973133636
30025417740000,9540,1702.516,1734.7920000000001,4013.8701950496165,3918.682834319866,3440.763059916324
30015415350100,3285,1084.7730000000001,901.4462,3002.502964036358,2933.2012038464363,2852.205270457697
30025418530000,3910,1548.285,868.0923,1299.1756423370841,1641.956882255389,1808.9549460096812
30025414680000,4324,2090.669,1497.4260000000002,1039.101819589624,1231.25310967375,1102.696404793608
30025411040000,4281,359.8831,839.5122,1218.299445471349,1404.075726516339,1239.9237236716651
30015422080100,6727,1198.368,1321.326,12226.746334852778,13230.975924333621,13042.602739726028
30015411490000,4410,2107.6839999999997,1551.846,4539.167342862492,4296.18883446263,4204.629894255501
30015430730100,4562,905.3471,0.02411576,6237.857341104635,6724.2031102328365,6751.555752031829
30015422050000,4313,859.9135,497.6062,1919.337016574585,1810.359712230215,1821.103257305253
30015420620000,4193,817.2543,547.498,409.219408065539,325.908817666972,361.137464423028
30025414590000,4275,1053.414,900.6809,2259.081337193998,2400.4191149278868,2591.811773793813
30015424580000,3857,2061.802,,9572.890634297275,8992.97520661157,8130.230125523011
30015421130000,4212,1440.84,1399.259,3815.119722905476,3856.610952575078,3823.985361240182
30025420060000,4169,813.2987,0.2832597,1084.367945823927,1296.802475502836,1457.4846791636621
30025414960000,3095,510.0521,,1079.380260137719,1098.818593353207,1093.8564026646918
30025413100000,4340,1301.065,1188.407,3979.6195652173906,4105.062567490313,4185.328087960861
30015426640000,3996,801.6398,634.9385,1431.706839114246,1566.0247985829378,1409.739820915695
30015413640000,4357,597.5722,912.7879,2658.430331495473,2873.601621743374,2941.517668590736
30015418030000,4417,788.3079,512.8542,249.40567383379903,256.286625621244,217.836511045545
30025421410000,4119,1671.707,1675.401,699.130226619853,665.188881557241,670.549916679291
30015424720000,4478,639.9945,666.1028,2208.7514223647463,2142.308161522508,2412.586786114221
30015397780000,4331,1951.7020000000002,842.3857,1267.781857745138,753.080300240759,885.0968507049671
30015384600000,3968,510.464,361.3155,2116.486419549244,2510.180447077834,2691.518644359382
30025409520000,6859,795.5014,859.4779,1630.617225165168,1396.8840299085462,1360.033674873205
30015416040000,4550,793.8989,553.601,2383.015006821282,2319.021553198768,2247.396727314338
30015419530000,4317,158.1734,347.5072,816.263826300696,649.337175792507,720.692753859978
30025413460000,4425,618.2153,695.2944,493.672369346144,481.326653998963,487.658468843793
30015423860000,9237,563.7597,667.1722,1562.743714487317,1014.076618624449,1010.526590742869
30025411520000,6754,775.9901,664.8923,489.67466125643,489.18015143944297,449.389052521069
30025418350000,4162,829.285,,252.658227848101,185.598452726325,176.68994909435298
30015429560000,4345,1214.547,719.5062,3297.1270991109636,3663.955403522108,4062.799103446883
30015423210000,4222,1562.5910000000001,1078.005,1966.369168356997,2093.895037486611,2034.1964783682572
30015428960000,3960,2197.376,30.242240000000002,1414.1810300340592,1417.030726663754,1417.030726663754
30025421590000,4581,1615.1770000000001,1161.34,1018.739266592585,1115.7478106398219,1085.196659482758
30015424150000,4201,1621.299,1324.046,3021.1443859497713,2860.627177700348,3857.6137112722467
30025418880000,3997,824.4639999999999,746.6714,834.1016859852471,989.9617353277341,917.2996138668469
30015426480000,4210,1444.3110000000001,0.11455560000000001,2285.429592028576,2258.395081191865,2374.4340337454487
30025404600000,4093,665.5574,512.2063,1095.733875063484,1001.472103636095,1143.936974342595
30015426410000,4346,1135.635,494.8352,1196.175447980743,1385.732835578639,1509.2446519846021
30015410460000,4300,1165.28,735.6342,3159.7248469272054,3050.234072867901,3394.593118514472
30025423680000,4565,1577.757,722.0023,749.777646012451,495.03639973527396,372.741995764295
30015416620000,2730,1192.236,566.1331,642.260153031194,727.690513752657,741.9098143236071
30015421260000,4223,1216.031,109.4123,3811.722065906814,4972.218694437388,5759.110710530269
30025422920000,4378,499.7141,680.8338,782.2546733437821,803.422414703707,809.681284447639
30015399170000,4485,680.7339,451.336,2522.2041700514483,2563.309653155035,2522.0187700991
30015424940000,4102,1684.19,0.47270470000000003,1381.6239148367831,1405.3796978344062,1612.06597823827
30025411930100,4310,875.2617,0.3937558,932.115744306304,1140.6629545199742,1176.280671545415
30025414380000,4404,877.3009,853.2518,1177.276902423514,1161.019316301755,1185.6726161538988
30015412480000,3900,1301.2939999999999,953.5847,1123.111359820928,1060.3122966818469,888.689737579852
30015410620000,3625,,,697.449264568981,657.588577472236,635.6143585294429
30025424310000,4297,1571.32,1099.2269999999999,750.570218312153,752.521827583283,652.730495456207
30015417580000,3775,907.2760000000001,764.6458,2056.892778993435,3038.909786027008,2542.855838166126
30015405620000,3959,18.08225,367.1785,1173.0548542575161,1088.4422572782041,975.566041186583
30025424720000,4204,1670.79,1671.739,465.95705634061204,368.89414547604895,294.51799366026404
30025410550000,4260,999.9871,673.2589,1188.993254743743,1190.104809965769,1299.355112656245
30025423500000,9392,1593.1889999999999,1127.274,936.74640217814,971.385075859221,846.752011952867
30025411720000,6800,667.5128,794.9738,2727.512661388116,2451.0533315344132,2140.2088811199083
30015425030000,4532,1638.4820000000002,1490.031,1138.065884536355,1348.947424950324,1907.134418130068
30025412570000,3450,7158.2519999999995,421.8022,1392.9162950694351,1753.1573389651528,1495.674609197146
30025414800000,4260,1214.549,783.6245,1291.788002329644,1089.569613516929,1099.9377412526449
30025411140000,4321,1102.056,907.1505,3467.87089132366,3762.476068921506,3481.564619352373
30025408270000,6532,686.0851,,1010.49278620948,1072.954118594043,1209.767897733197
30015420980000,6741,1152.3239999999998,688.6088,3198.325464033796,3728.6945923986627,4065.850326281578
30025418250000,4471,1566.8929999999998,1387.139,4116.136736826391,4811.994641027661,5334.966442114209
30015425330000,7060,767.6995,471.1261,1734.988812676521,1610.743479953289,1858.4398340248958
30015426160000,4488,1225.281,814.304,781.503515413737,834.596411938159,969.0253448023269
30025405360000,6765,1344.174,1295.802,3045.103957075788,3512.408014180587,3560.182666148464
30025416290000,4507,822.7311,0.2706715,620.252252252252,716.219100883746,758.486050758863
30015428830000,4133,926.5284,719.6122,4992.741834563884,4978.971410569425,4804.114101050276
30015420850000,4034,1548.779,0.4248604,1448.053919485093,1847.647585321243,1987.448368608113
30015405230000,3914,1380.251,,2107.070961248112,1745.7236209878909,1516.836909241972
30025423520000,4050,1232.238,832.2439,513.365228459816,466.67344810924897,439.06529943201303
30025425000000,4574,1757.8020000000001,1914.49,1518.115695737883,1550.753133668059,1547.1973008204889
30025414690000,4525,648.5497,434.8483,1292.127482459269,1297.375767727526,1322.6694791117359
30025415720100,4410,776.873,537.5319,686.951495086447,680.860241557801,653.958669755903
30015429200000,4302,1176.026,677.4249,939.593099115642,1036.9300725082949,962.93928303717
30025414470000,3802,848.3,730.7838,751.709525185399,784.638501589964,749.589825035767
30025413640100,4029,1370.51,,719.161384690394,769.109535066981,721.794176162054
30025416880000,4211,1057.675,0.3256869,807.7862275866879,798.082732508962,793.079605579605
30025416650000,4515,1676.2,,1362.321996254844,1438.383275261324,1286.6371598078908
30015407600000,3740,448.3268,685.3023,1917.295936713412,2024.6694296427859,2140.01154734411
30015424030000,4140,510.2082,331.9867,1827.171783148269,1760.560815731973,1717.856952085892
30025418850100,4220,1295.239,568.9283,159.05136302120198,197.551867219917,244.880666572518
30015423310000,4155,1725.435,1448.241,2860.818963216058,2749.9439084586043,2612.812723719598
30015411410000,9421,1553.408,1331.043,3102.742311535472,3394.1038134616274,3769.6631376323385
30015422520000,4447,1315.6629999999998,1005.703,1624.426078971533,2577.814152606396,2361.012219763302
30025412540000,4402,775.0029,560.6769,1142.737249838605,1222.3074857077079,1189.2193947730389
30025403820100,7071,1925.471,1400.5710000000001,3403.0829989171284,3197.273707271273,3091.132747068676
30025416440000,4350,534.3201,356.5021,1548.604328381226,1586.0138354283858,1708.122333426372
30015398120000,4286,1035.016,478.3188,976.390297888038,996.3930095509039,1043.019888009268
30025412000000,4140,1643.5970000000002,1671.611,1389.671002295332,1385.068072024593,1382.294235059293
30015417410000,7230,1504.48,1246.195,3266.558489452721,3342.666215530367,3249.316162523709
30015415630100,4119,1638.961,0.34068930000000003,1650.2727011769198,1834.153719235528,2055.074007028005
30025411350000,4315,923.6094,1228.9360000000001,4040.771021712058,3718.7786960514227,3621.956588737727
30015418310100,4055,862.0372,541.4853,3464.1218189403417,3300.908402725208,3171.2659537771638
30015404180000,4256,949.8011,467.2756,1266.963743163864,1390.983188996434,1476.8508163721758
30025415860000,4132,,,1383.603805260212,1828.6986691522961,1239.964464332719
30015426420000,4099,1416.662,738.6764,1304.145601617795,1574.2146596858631,1552.348360858999
30015415530000,4316,581.0206,362.20599999999996,1255.0264550264549,1376.386288347976,1489.801285797779
33025012750000,9214,382.3744,352.8755,670.930799220272,643.396557780119,623.584237848041
33105032120000,9879,210.755,261.2124,948.376547535622,930.3719852840981,880.8983911024719
33053051610000,9578,362.9146,247.1712,1587.940576755024,1580.293829578844,1619.7836166924262
35017245860000,4554,1716.4470000000001,857.6292,45278.25099375354,50284.34768266535,53316.64798904246
35017246340000,4764,729.9714,1340.29,6225.601327066628,5910.664309913094,6264.04985786136
35017246760000,4688,1632.215,1413.096,15396.473265073948,8671.98513392285,6473.8100932791185
35011234940000,4748,1327.864,1395.396,3573.685188626649,3043.042430271262,3370.20599308255
35073249750000,4398,1033.424,109.9242,7210.999183228969,6693.354339730736,6617.314261315115
35051237820000,10196,822.2352,796.8022,1253.311922922521,1296.892690904516,1936.8134171907752
33025025530000,9833,589.1508,335.7055,781.23178550612,769.3505338078289,758.762166644843
33025024540000,9782,264.6165,138.0672,509.701154059366,555.923059631996,537.28064762939
33061027100100,9646,401.1286,377.711,1993.4789972899719,1951.838691724816,1837.138420840761
33105033890000,9199,396.8397,520.1348,1807.668220722287,1569.810116483165,1407.7195392581632
33053051710000,9395,399.8537,368.5527,805.638647921029,782.786280202745,866.819656564057
35051237790000,3811,1258.521,1104.697,6836.1131254532265,8642.508540751585,9456.84007707129
